R,I,A,S,E,C,career
2.6423481453700157,5.0,1.0,1.1082292947909875,2.022785919951907,3.6741998261970914,Backend Developer
4.071972044662663,5.0,1.0,1.0932271573847139,1.669106767615806,4.426216667398112,Backend Developer
2.60373963078365,4.94263177926655,1.2524936394902286,1.4328775970850607,1.3998517964721118,3.832749382079526,Backend Developer
2.7625273444195217,4.673335383713144,1.8827271201405484,1.2024908554804778,1.3695580228324773,4.458930973527388,Backend Developer
4.061078098506316,5.0,1.0,1.0,2.6334555745933113,3.6461652671906095,Backend Developer
3.221909714073114,5.0,1.0,1.0,1.0,3.487806179332855,Backend Developer
2.87371592430342,4.376108409017576,1.8162056519658176,1.0,1.779977756651508,4.065370288643046,Backend Developer
3.720636644533058,4.2820689244102805,1.5815818760774798,1.0051165305097935,1.5092456744760245,4.231051737131636,Backend Developer
3.099529847786735,4.6998915614206025,1.0349010424950094,1.0,2.056758672625624,4.331065337260523,Backend Developer
3.793008408072676,4.381092250586575,2.066516687328133,1.0,1.9241074524822084,4.2941586032422885,Backend Developer
3.1404959338675162,4.688650240089703,1.0,1.0,1.7053176215278942,4.4248010485105125,Backend Developer
3.1785077429825237,4.653545202369673,1.4497999377166253,1.1536497604383047,2.40643105941948,4.314814420961806,Backend Developer
2.585502494538964,4.719909479901515,1.3736468025616309,1.3051851327167325,1.989549203017926,4.058663691654391,Backend Developer
3.6388324478942122,4.704214305582085,1.2735486905850188,1.0,1.89115939838639,4.549388425993595,Backend Developer
3.412708174494015,5.0,1.6527394035771645,1.0105019208163795,2.3409764856474817,3.844866621703272,Backend Developer
3.162083176244221,4.934928472816158,1.0484979824963592,1.2975785127184567,1.5908896583832637,5.0,Backend Developer
2.496991309250149,4.392905693606134,1.5790554367500338,1.3958313469814678,2.3120599085260776,4.31417275463214,Backend Developer
2.9938766135765427,4.551372814257085,1.0379022790968633,1.0,2.4875598667088754,3.9264713092489307,Backend Developer
2.5872514016037442,4.839307079173503,1.206465727137812,1.0,1.5888898022167843,4.121843605745956,Backend Developer
3.1224832855543614,4.746528412314435,1.0,1.1160249686788182,1.2759578292513378,3.296268112811722,Backend Developer
2.640777889373782,4.8932764241440765,1.1554537827990023,1.737678108474776,2.42882981160101,3.9200307350182864,Backend Developer
2.9904918960486557,4.498735317681096,1.0,1.0,2.161359280169045,3.5863845282238387,Backend Developer
3.259673257120586,5.0,1.0,1.2008558610494706,2.345071995855556,3.7993897640570817,Backend Developer
3.1120462409052085,5.0,1.0488380492744158,1.0,2.0122550871294713,4.248999145622725,Backend Developer
3.725571803897521,5.0,2.0765912287557784,1.0,2.436160318360339,4.091671002869176,Backend Developer
4.094901466608836,4.595850857322424,1.0,1.0,1.0,3.7371224891596193,Backend Developer
2.620433669223151,5.0,1.1708779878885798,1.9380854196079431,2.475211919093025,3.7115481721687984,Backend Developer
2.550792664325821,5.0,1.0,1.9157293829271769,2.5897200603606434,3.765412173947648,Backend Developer
2.143432735454561,5.0,1.0,1.6189081559867309,1.2027861706028165,3.700312488523114,Backend Developer
3.0026218498590915,5.0,1.0,1.3114249661737494,1.466189785308703,3.9288102574893533,Backend Developer
3.0601478158559496,5.0,1.3558074390444448,1.0,1.2329429146321889,4.638838410949255,Backend Developer
3.166157005989796,4.625756731721723,1.7755759877612616,1.0578373171464293,2.589648592031913,4.033759240705055,Backend Developer
4.0303739624409936,5.0,1.0,1.4857854754771778,2.322687974792574,4.684315778766174,Backend Developer
2.5175382697099478,5.0,1.529212243424794,1.0,1.4083707436671125,2.98038391111995,Backend Developer
2.865296582777721,5.0,1.751178526048014,1.0370473902098876,2.814307772785646,3.309949270892554,Backend Developer
2.148308780322423,4.97222615055169,1.1920327244696536,1.0,1.0,3.955439980243606,Backend Developer
2.3477652497475736,5.0,1.1832991230484242,1.0,1.7430665413316533,3.4703932390555243,Backend Developer
2.968660451363414,5.0,1.0,1.252023257758922,1.7348711908137795,3.603563583868828,Backend Developer
2.946484820022721,4.4823788387903125,1.0,1.0,2.9823625664581948,4.017631775985865,Backend Developer
2.650137246003707,5.0,1.0,1.0,2.3070833500217125,4.378753855023652,Backend Developer
2.7347494261947363,4.71209087967766,1.0,1.0,1.2424044689007239,4.683437133722262,Backend Developer
3.822483856750642,4.875481980221811,1.2882784815278832,1.155625077271768,3.539440404227619,4.559787455717288,Backend Developer
2.9360412042596167,4.522229779699787,1.0,1.1017318179336115,1.6218246273578483,3.288873145201163,Backend Developer
2.676713557878737,4.459225998192802,1.8435708175362824,1.4408198784747253,1.9960136793416914,4.739972069445013,Backend Developer
3.038684153823809,4.569357899335868,1.7615620386348287,1.2694550218423293,1.481376922836772,3.9048306609581958,Backend Developer
2.5621908733076215,4.308600134517832,1.4630887737658207,1.9547083202350652,1.3007162130904293,4.281484618345285,Backend Developer
2.6746787154390868,4.756437308117652,1.0,1.0,2.0242608139724134,3.584524941794481,Backend Developer
3.1352284128899193,4.974880945275432,1.0,1.0,1.7116143347158337,4.377695612912878,Backend Developer
3.2504585938121906,4.511222377600724,1.049666152714613,1.3756935616858945,1.1652973594393141,4.271680096189968,Backend Developer
2.6686881205270767,5.0,1.0,1.0,1.1862287810584187,4.024042473330691,Backend Developer
3.129861250860741,4.547841687447796,1.319296229388687,1.0,1.9669601006763417,3.394491900118772,Backend Developer
2.6740819460989202,5.0,1.0,1.0,2.5031464046072203,3.711554065238426,Backend Developer
3.417846056032571,4.435146572671191,1.2649020889576414,1.7207843103289502,1.0,3.6015523722647615,Backend Developer
3.28853606359027,4.898477306978504,1.1855729366856544,1.0,2.04329489373645,3.92216138230396,Backend Developer
3.5838910308299035,5.0,1.168801331037601,1.0,1.7561968879637533,3.7837209060901897,Backend Developer
3.1972260711891485,4.789507759589869,1.1448874284482065,2.0377003993227194,2.4355623517158462,3.8369882339160792,Backend Developer
3.600606961081972,4.795962313489224,1.0,1.0,1.0646040394870722,3.8242432579793455,Backend Developer
3.0092091895947757,5.0,1.1634636868820813,1.0,2.4147027905917446,2.8944323454960577,Backend Developer
3.117807279054283,5.0,1.0,1.5718770216034645,2.169248203747207,3.7923560430495993,Backend Developer
3.3163909330531425,5.0,1.0909331275292475,1.124110293150168,1.7703195502298779,3.575077815267604,Backend Developer
3.4151679082721227,4.571958087045567,1.0357831186096962,1.0,2.239489912873196,4.166831052643474,Backend Developer
3.5187699721289496,4.744991800572627,1.0,1.0,1.777853369961944,4.1886502465224265,Backend Developer
3.3784943083226757,4.538917337911188,1.43480296005283,1.6778189294024755,2.2067174516118504,4.938397906279033,Backend Developer
2.6131054004482133,4.377672648344292,1.0,1.7480221557445916,2.327182828177029,3.9722076645447726,Backend Developer
3.13998431315991,4.437255476350812,2.222875989808413,1.0646105909876138,2.0546973973024465,4.362883311949346,Backend Developer
3.240504615868357,5.0,1.0,1.2357341785679978,2.941012248237517,4.672710023077489,Backend Developer
3.7965933133196987,4.744392161784408,1.0,1.0,2.0278624561443475,4.547095759235474,Backend Developer
2.1537676851425904,5.0,1.0,1.0,1.4939478123699161,3.1725716640671155,Backend Developer
3.4115852919809573,5.0,1.0,1.0,1.8321076503549358,4.834510762644697,Backend Developer
2.8702043243181974,4.248428523440947,1.0,1.0,1.0,3.972852566741094,Backend Developer
2.884532734895661,5.0,1.9244780474726726,1.5632825147738787,1.8655556547225847,3.446737045629165,Backend Developer
4.286679901624931,5.0,1.0069646459564732,1.0,2.0990423803839273,3.9278197940380286,Backend Developer
2.7131689965598818,4.726570529379804,1.0,1.0,1.6435771086614177,4.0532151138459485,Backend Developer
2.8725113912895726,5.0,1.0,1.5457534259612309,2.6230425962488146,2.9633048837959253,Backend Developer
2.8286562029598254,4.814279567002104,1.0,1.0,1.4447120772670856,4.876135221711811,Backend Developer
3.4678391965737307,5.0,1.3608360320216175,1.0,1.7377398668601132,4.244687280613959,Backend Developer
2.388936095554027,5.0,1.0,1.0,2.3554799841017457,4.22213165574302,Backend Developer
2.81951691709046,5.0,1.0,1.3079678034721318,2.2965506289841917,3.8452267803430047,Backend Developer
3.163066511121059,4.374443211807349,1.4620135096034506,1.0,1.7386384897404803,4.524504612918444,Backend Developer
2.64782815472862,4.29576935181822,1.0,1.30300497567282,1.3597853237518585,4.877397090992182,Backend Developer
1.959035296058139,5.0,1.1055087336013092,1.0,1.7275404565955252,4.199568057176036,Backend Developer
2.9811826487875757,5.0,1.0571138243310199,1.075150880730939,1.818193893893072,3.9715271881394663,Backend Developer
3.1539008844460295,4.1449158036716875,1.0,1.3716320470113574,2.085432719063971,3.9080083318236603,Backend Developer
3.0092169665326964,5.0,1.0,1.0,2.097922627548841,3.510813611192484,Backend Developer
3.2041263778572358,4.14870819788108,1.5145778186628218,1.2362987412065216,2.1280148671569377,4.491345491972757,Backend Developer
3.8327372222312883,5.0,1.0,1.0,1.6875907111521606,4.013045525105417,Backend Developer
3.2588295102345617,4.637128093423267,1.0933833822385393,1.0,1.694241098504026,3.2966694515758888,Backend Developer
2.538383376944548,4.324157697191833,1.0,1.5268208983039198,1.5253005555840284,5.0,Backend Developer
3.2466589504404446,5.0,1.0,1.3501549397044956,1.7121810868811131,4.061004907322681,Backend Developer
4.280042269134397,4.951970050137675,1.574636663142838,1.0,1.9825057547515192,4.885400317817755,Backend Developer
2.6865164711061165,5.0,1.3538759677277377,1.0,2.3162038695277607,4.486277224813365,Backend Developer
3.310904981108598,4.214887640054772,1.0,1.0,1.962783285449977,4.310336048775339,Backend Developer
3.088850500466627,4.33232782064495,1.1900989255029817,1.3052928726419115,2.2798952239655197,4.540390362777311,Backend Developer
3.416961077274452,5.0,1.0,1.0,2.2148091095662927,4.103843843581555,Backend Developer
3.1357894185976867,4.361625712089845,1.0,1.5265764266664519,1.9802224230716725,4.340750348686313,Backend Developer
3.0141591880652308,5.0,1.4691419029879988,1.0,2.0480603884704918,3.768862355647479,Backend Developer
2.782751886283842,4.84541393826568,1.1110668858168564,1.0,2.6278780627867606,3.552696348890248,Backend Developer
2.9065641779193205,4.7801344708629125,1.7234889421768664,1.0982773882557872,2.5159222697343173,3.2572198134815142,Backend Developer
3.133525132934629,5.0,1.041141994637712,1.5327401875326756,1.7413557749498139,4.70467372009279,Backend Developer
4.149449061809625,4.81858071978017,1.0,1.7266922385588503,2.7897860728653563,3.7385699864233657,Backend Developer
2.7899065914520715,4.8591076955697465,1.0,1.0,1.4979296166239662,3.6161012174479357,Backend Developer
2.9826575563066093,5.0,1.7752502464070385,1.0,2.492161199238292,3.8930055778872457,Backend Developer
2.9752681451737835,5.0,1.0,1.1912048730920253,2.083226104106528,4.246225632004075,Backend Developer
3.144584321953909,5.0,1.0,1.0,1.6884297367876178,3.7222614404198726,Backend Developer
2.681306436346741,5.0,1.7102521239949273,1.0,1.5838222134478857,4.235707778193202,Backend Developer
2.7238884778595143,5.0,1.1014615104256498,1.0,2.7737526006650306,4.897938836547761,Backend Developer
2.693605654757807,4.806149220032008,1.1429326953624526,1.1672283949935125,2.329272136336415,5.0,Backend Developer
2.911526386252975,4.600851377730773,1.0,1.0,1.9834365135631014,4.897278931758894,Backend Developer
2.7411943504819143,5.0,1.0,1.594196636724042,3.2634662129368106,3.7345656135398397,Backend Developer
2.755280278740889,5.0,1.3409457448131556,1.9233536628680168,2.291964092662982,3.82035395460647,Backend Developer
3.2953274153461547,5.0,1.410241090598682,1.253637015553649,2.533337344794577,4.584647795222836,Backend Developer
3.6910794955187636,5.0,1.0,1.0733568432166614,2.6032544832541786,3.591532164506382,Backend Developer
3.1843366544364504,4.8033305938363196,1.0143724114674086,1.6392259313036495,2.0955495340099515,4.023218274078074,Backend Developer
2.3200719295100405,5.0,1.3227420905705376,2.08162736165273,1.8461108825234995,4.10957516383197,Backend Developer
3.1246918418553777,5.0,1.0,1.1395107628851697,2.3039482548582697,4.093304561578179,Backend Developer
2.7767831927247357,5.0,1.5368158749298861,1.0,2.066484837073438,3.6499395925304134,Backend Developer
3.5975233144624212,4.238406547608113,1.0,1.1886059375322604,2.78276201461717,3.967124869463506,Backend Developer
2.722400236653401,5.0,1.0,1.0,2.220007225026666,3.7489728878236943,Backend Developer
2.4893835914346436,5.0,1.1219003568855994,1.0,1.3598478006645527,4.4362286641400726,Backend Developer
3.3251005889793306,4.9504120681103085,1.923318498023833,1.0,1.2372374145376306,3.6540459650593777,Backend Developer
2.9772069918222512,5.0,1.0,1.1760276982571485,1.374230287904778,4.721882302036629,Backend Developer
2.9589244108037156,5.0,1.171362673188852,1.228376609576892,2.284883640116102,4.223854280008657,Backend Developer
3.321361379933772,5.0,1.098260584850735,1.3545018787942562,1.9551321528563865,4.720058607724736,Backend Developer
2.661803848970365,5.0,1.0,1.0,2.0640522074553944,3.6594741712625596,Backend Developer
3.420321774494362,4.673688010348805,1.0,1.0,1.7738468403754617,2.788060336685522,Backend Developer
2.2080485882571383,5.0,1.392900079325416,1.2127287808924825,1.5165119284353934,3.9761443219290102,Backend Developer
2.9981987304547157,4.420817655403729,1.7516991508835753,1.4386811452878356,1.889517913085168,4.013442919497265,Backend Developer
3.1041914039737764,3.9791325657878547,1.0,1.0,1.4991899950525422,3.8594498535570225,Backend Developer
3.8988432634247614,5.0,1.0,1.2862913906780793,2.699677718293001,4.462316841456384,Backend Developer
3.029815184960087,4.6765316111472135,1.349111656806795,1.1967426927108749,2.447596610013866,4.317585900840985,Backend Developer
3.5247763576596673,4.732382394219716,1.6586970328171629,1.0987998023461998,3.0376304363126327,3.655406090955216,Backend Developer
3.867981901582625,5.0,1.0,1.0,1.8398263459028399,4.212082973200959,Backend Developer
3.26141774401775,4.71314999803071,1.0,2.071135179305932,2.8637715850503556,4.218161834837016,Backend Developer
3.0190017390841,5.0,1.3067589863652083,1.0,1.8713117312883274,3.1657079630612053,Backend Developer
3.1996115613026395,5.0,1.0,1.7869933816450163,1.3871171684988295,3.26781255989509,Backend Developer
3.112225909279986,5.0,1.8419638457289342,1.0,2.539340416715648,3.9807457652496465,Backend Developer
2.91368635002959,5.0,1.3261614392067098,1.0,2.738270174862948,4.6900456770737255,Backend Developer
2.6872186492452355,5.0,1.2470150931413695,1.1303368829119536,1.7248474230772899,3.664188316030974,Backend Developer
2.9872229645042774,5.0,1.2718000772972162,1.0,2.385849355324172,2.5757286896849623,Backend Developer
3.5743828501860517,4.13014311061095,1.0,1.0,1.352659262139547,4.58041339368926,Backend Developer
2.7661493993440542,5.0,1.0,1.2385204136115608,2.038410945530128,3.358503887905715,Backend Developer
3.49813340972357,4.753121708419344,1.0,1.0,2.750379895317155,4.425110871056747,Backend Developer
2.8256739327960703,4.8253711478407855,1.0,2.0383739917804204,2.1909677261157765,4.215020823595535,Backend Developer
3.515141727015921,5.0,1.0,1.0,1.964199370292968,3.981388881745079,Backend Developer
3.36381477181849,5.0,1.3663200386077896,1.0,2.039317595158045,3.000899657733946,Backend Developer
3.4581638373512407,5.0,1.4990050549298262,1.0,3.044187352390364,3.930205185922413,Backend Developer
3.554091408368758,4.4800470364372345,1.3063869525312848,1.0,1.6881155196520974,4.957015676933393,Backend Developer
2.9046587996183266,5.0,1.435033865344377,1.2478409439863023,2.075209452571788,4.182480501233113,Backend Developer
4.201707792619137,4.971190601483207,1.1005495233574838,1.5253271980038061,2.552762966478992,4.59351515278019,Backend Developer
3.3193651110145925,4.428497543634759,1.816715766150548,1.0,2.1513177326195168,3.622862074990321,Backend Developer
2.967930826703504,5.0,1.1606786077251365,1.2109603771176425,2.8068556345293234,4.22676715075699,Backend Developer
2.8779216823546756,5.0,1.5947352444623202,1.0,2.298700034924929,4.350586371155449,Backend Developer
2.851218248320004,5.0,1.0,1.0627882267357711,1.913464087858065,4.007789523790734,Backend Developer
2.451862456552399,4.279974558702853,1.797252531612486,1.0,1.5043038252718464,2.9233049431981426,Backend Developer
2.680519126155249,4.338455103296251,1.8210075800681844,1.504908544671317,1.655924827411138,5.0,Backend Developer
3.490882743495797,4.837584308245689,1.0,2.145471286295371,1.305213766618202,3.177300626521554,Backend Developer
3.5112852160048202,5.0,1.692136409255259,1.28195456002618,2.297377170832643,4.426707779390154,Backend Developer
3.3794642948933826,5.0,1.052100551975938,1.0,1.623017705566662,3.859662461566613,Backend Developer
2.1535215929023073,4.950830186602625,1.0,1.0,2.089947075576739,4.6960011431723,Backend Developer
3.4591583030011566,4.214749698188411,1.0,1.470385593994108,1.5087563032308453,3.887683425001488,Backend Developer
3.275026049512276,4.515827772568183,1.05268775307298,1.0,1.699316178024393,4.159890967071268,Backend Developer
2.2035031332341655,5.0,1.0,1.2762449772085738,2.1119570670323307,4.682070214986922,Backend Developer
2.0626122513239538,2.7852972294373735,5.0,3.271649014518194,2.0244300351628524,2.0202958456019413,Frontend Developer
1.6490041560966224,2.668549541224526,4.298697364100153,3.8747883715934694,1.3780683823043574,1.6535474011020463,Frontend Developer
1.6407963672154013,3.4474621884722207,4.852525160853986,3.623871036336867,1.6632546878780659,2.139497081111901,Frontend Developer
1.5823264733701214,4.072574563886694,4.406200790485244,3.154910355113514,2.316888440466049,2.2068995487257492,Frontend Developer
1.907356170561146,2.935089650133287,5.0,2.9264989991857555,2.481939558397455,3.1052615007956756,Frontend Developer
1.7212541074960832,2.3150985102104613,4.9558589758243725,4.289854668827159,1.5981627160151346,2.8195584027220337,Frontend Developer
2.8388504070382203,2.7232058791460028,5.0,3.814198311564269,1.8104361295062565,1.898209819948819,Frontend Developer
1.709159543025678,2.492621634653567,4.675361227466997,2.3880298666188717,2.017041734129613,1.615013384470679,Frontend Developer
2.116892955895374,2.2220521768981865,5.0,3.416764480804462,1.0031321787142722,2.187028284923786,Frontend Developer
2.613834496236646,2.3951794906543973,5.0,3.2095095046830227,1.6474940721207956,1.9721154611711469,Frontend Developer
2.279163456260861,3.0380026957062056,5.0,2.539663203460317,2.084680412018039,1.29314275154751,Frontend Developer
1.94438696932565,2.548046179267605,4.632235028705117,3.618046587605219,2.5456550602971344,2.3045690604535887,Frontend Developer
1.4538436176637104,2.841795775152599,5.0,3.0708584568199524,3.1596647699908473,2.1966589196971857,Frontend Developer
2.096024558245016,2.845441767898749,5.0,2.9237650818097283,2.3540543383442953,2.478351158397292,Frontend Developer
1.6070052697460253,2.3343835232211108,4.081897313448351,3.253995663456272,1.4483166969130632,1.0,Frontend Developer
2.194289302265482,4.2464997587163955,4.996964544230053,3.419245387225821,2.0409146792737825,1.9505551734044286,Frontend Developer
2.4595382414938842,2.854862727905674,5.0,3.1608489030980067,1.6659547731784756,2.4960211747682615,Frontend Developer
1.9125201216522956,2.6221274202535776,5.0,2.5507660091044815,2.014090578684564,1.9954405016778982,Frontend Developer
2.542947782915789,3.2373491164399764,4.987486520627428,3.4088831496001437,2.695103774508657,2.278905153175931,Frontend Developer
2.00517630992169,2.34408188382492,4.467443168462314,2.847387647822666,1.6952438989203584,1.906514348507277,Frontend Developer
2.0283249624485538,3.2648463771783653,4.964750610970454,3.243250821913101,2.03223720740506,1.0122667168230643,Frontend Developer
1.5303323030906228,2.9279562221391924,4.395152628579446,3.299964364998102,2.7653754161718487,2.6093809258486584,Frontend Developer
1.893278564534896,3.745363068424976,5.0,2.8314570144409803,1.6932986682295301,1.8487651567559358,Frontend Developer
1.8059115907293857,3.085208111187744,5.0,3.001523010076707,2.218469084873175,2.5953231373931707,Frontend Developer
2.474777067720662,2.2575510157750482,3.7230394325490224,3.467159955619637,1.3165606507922893,1.8876172990536582,Frontend Developer
1.4149434869703201,2.09900978120999,5.0,3.3795775801513233,1.7117447996366404,1.0,Frontend Developer
1.7268777758737586,3.1959020027012732,4.260544215612936,3.0916799598895777,1.9923450754135021,2.289645749800544,Frontend Developer
2.0597901842070767,2.5134655295592223,5.0,2.920735213486515,1.986347730245034,1.533366020463402,Frontend Developer
1.778358874404245,2.5575986429865494,4.913526970038289,3.8558542400711717,1.3140494285343218,1.1932193010616294,Frontend Developer
2.735585163746804,2.8953381614240667,4.665463630670041,3.519952343698038,1.6971922301315678,2.913004856773468,Frontend Developer
2.3389629356696346,2.7560442959271487,5.0,2.6971425384983307,2.3710476860046534,2.149646290203246,Frontend Developer
2.650870644699399,3.7807555983634265,5.0,2.6232910648269083,2.229986071469558,1.6611423151239468,Frontend Developer
3.0066936237633115,3.0682676655413688,4.817339224343946,3.0923401529324543,1.3264368552351518,1.5141929807446743,Frontend Developer
2.600206953972213,2.671552860514302,4.47654450865903,3.268326376263643,2.5928520773314983,2.3594766553325335,Frontend Developer
2.4980238429029082,2.6216024557152697,4.289094666629078,3.7506668259777434,1.8386600805789322,1.8745834917724764,Frontend Developer
2.664097070924529,3.27811500470033,5.0,4.082501172450542,1.6782408848099286,2.4639200640406185,Frontend Developer
2.028506562448542,3.1342961394316284,5.0,3.253917878144812,2.2691480395248167,2.536253668654901,Frontend Developer
1.8175236352285573,2.5803951663304967,4.4775954029894836,2.0168217053119992,3.028103564970161,1.4483958171391584,Frontend Developer
1.889373188207114,2.8615933500555397,5.0,3.4078686062696484,2.4302367441798727,1.7084612807155308,Frontend Developer
1.9164391431067942,3.14128997524415,4.875654436908227,3.8036727880099965,2.2454874758191257,2.3674388930249086,Frontend Developer
2.331440634333706,3.5867369287426625,5.0,2.351584026022077,2.1998439758763206,1.6743215531040856,Frontend Developer
1.7356916591251217,3.2931820093775466,5.0,3.010635788368031,2.154416506299482,2.851107472317619,Frontend Developer
2.1203765897442843,4.300841557090197,5.0,2.119618620422091,2.376670810552266,2.1905791924413887,Frontend Developer
2.644876377041373,3.3365906756349792,4.930772008008113,2.387850881855317,1.8954883713569874,1.57473977289535,Frontend Developer
1.7097382750976386,3.294289202210305,5.0,3.1973357649114904,1.4020584689824078,2.22230133411007,Frontend Developer
2.5983157433228254,2.695108547840309,4.932991416663541,3.0073440973645984,1.6075508434588799,2.3241402169219296,Frontend Developer
1.9395259256961093,3.209766221953514,4.55625391109895,2.781270849838295,2.3611906789138857,1.8135834239541164,Frontend Developer
2.8634819256167026,2.800181907192699,5.0,3.466295415936545,1.2908171335334842,1.119595594009612,Frontend Developer
1.2371718427149525,3.631292051713591,4.724070927053777,4.279099642834126,1.7178762006713058,2.0922756515985186,Frontend Developer
2.7710549762839376,4.003046444079562,5.0,3.6041831152965713,2.5120312629057313,2.2962634746005914,Frontend Developer
2.389180538083319,2.724407141835733,4.590900558288847,2.998312771294524,1.9149076887375358,1.7733859753363623,Frontend Developer
2.3481937237283574,3.4776526042852556,5.0,3.738765040527631,1.4291554429332476,1.903170270360141,Frontend Developer
1.6415888396985976,2.06673169146347,4.95865965707865,2.939126245808358,2.7567248716210653,2.315405842277389,Frontend Developer
1.4879065878353974,3.927046283167094,5.0,3.291048851734308,1.886757950575084,1.5202803816382602,Frontend Developer
1.8138966119644735,3.544374309852093,5.0,3.7716217641360945,1.755575289106863,1.4401912833554944,Frontend Developer
2.0704431234556018,2.115780317218574,5.0,2.926198706850666,1.7669817490658788,1.2026484663666022,Frontend Developer
2.2568000532848584,2.733649580169044,4.415041582144856,1.5638688933591753,1.9862425474746819,2.886125798334872,Frontend Developer
2.830629607273935,2.771451871706864,4.6988939698191095,3.234387128037512,1.5008072804058543,2.150895949909733,Frontend Developer
2.383040139192345,3.6134666119421537,4.9499229617600236,2.898163124911517,1.5610087066217195,1.58655982298007,Frontend Developer
1.8867605540492367,3.183682753408089,5.0,2.5984105246598275,2.7463442844797608,1.8644381994787156,Frontend Developer
1.989316352825782,2.6263941604260883,3.787879869863529,3.4420226981805246,2.368421948546217,1.8593362214408933,Frontend Developer
2.033495358612436,3.25796960885205,4.218727071556729,2.7354736613268527,2.3971323398109137,1.3728552884153753,Frontend Developer
2.1467789660833145,2.3217090976882977,5.0,2.982179258851258,1.1924340920472454,2.5823696772285856,Frontend Developer
1.6327042116009753,2.5948737814928093,5.0,3.5743186747143576,1.4920890905108015,2.0308399249239857,Frontend Developer
2.2144082501652864,3.346552803631572,5.0,2.816486080458339,1.5862048896756402,2.0430719415231873,Frontend Developer
