R,I,A,S,E,C,career,interest_label
3.1357894185976867,4.361625712089845,1.0,1.526576426666452,1.9802224230716725,4.340750348686313,Backend Developer,Technical
3.0141591880652308,5.0,1.4691419029879988,1.0,2.048060388470492,3.768862355647479,Backend Developer,Technical
2.782751886283842,4.84541393826568,1.1110668858168564,1.0,2.6278780627867606,3.552696348890248,Backend Developer,Technical
2.9065641779193205,4.7801344708629125,1.7234889421768664,1.0982773882557872,2.5159222697343173,3.2572198134815142,Backend Developer,Technical
3.133525132934629,5.0,1.041141994637712,1.5327401875326756,1.741355774949814,4.70467372009279,Backend Developer,Technical
4.149449061809625,4.81858071978017,1.0,1.7266922385588503,2.7897860728653563,3.7385699864233657,Backend Developer,Technical
2.7899065914520715,4.8591076955697465,1.0,1.0,1.4979296166239662,3.616101217447936,Backend Developer,Technical
2.9826575563066093,5.0,1.7752502464070383,1.0,2.492161199238292,3.8930055778872457,Backend Developer,Technical
2.9752681451737835,5.0,1.0,1.1912048730920253,2.083226104106528,4.246225632004075,Backend Developer,Technical
3.144584321953909,5.0,1.0,1.0,1.6884297367876178,3.7222614404198726,Backend Developer,Technical
2.681306436346741,5.0,1.710252123994927,1.0,1.5838222134478857,4.235707778193202,Backend Developer,Technical
2.7238884778595143,5.0,1.1014615104256498,1.0,2.7737526006650306,4.897938836547761,Backend Developer,Technical
2.693605654757807,4.806149220032008,1.1429326953624526,1.1672283949935125,2.329272136336415,5.0,Backend Developer,Technical
2.911526386252975,4.600851377730773,1.0,1.0,1.9834365135631011,4.897278931758894,Backend Developer,Technical
2.7411943504819143,5.0,1.0,1.594196636724042,3.2634662129368106,3.73456561353984,Backend Developer,Technical
2.755280278740889,5.0,1.3409457448131556,1.9233536628680168,2.291964092662982,3.82035395460647,Backend Developer,Technical
3.2953274153461547,5.0,1.410241090598682,1.253637015553649,2.533337344794577,4.584647795222836,Backend Developer,Technical
3.691079495518764,5.0,1.0,1.0733568432166614,2.603254483254178,3.591532164506382,Backend Developer,Technical
3.1843366544364504,4.80333059383632,1.0143724114674086,1.6392259313036497,2.0955495340099515,4.023218274078074,Backend Developer,Technical
2.3200719295100405,5.0,1.3227420905705376,2.08162736165273,1.8461108825234995,4.10957516383197,Backend Developer,Technical
3.1246918418553777,5.0,1.0,1.1395107628851695,2.3039482548582697,4.093304561578179,Backend Developer,Technical
2.776783192724736,5.0,1.536815874929886,1.0,2.066484837073438,3.649939592530413,Backend Developer,Technical
3.597523314462421,4.238406547608113,1.0,1.1886059375322604,2.78276201461717,3.967124869463506,Backend Developer,Technical
2.722400236653401,5.0,1.0,1.0,2.220007225026666,3.7489728878236943,Backend Developer,Technical
2.489383591434644,5.0,1.1219003568855994,1.0,1.359847800664553,4.4362286641400726,Backend Developer,Technical
3.3251005889793306,4.9504120681103085,1.923318498023833,1.0,1.2372374145376306,3.6540459650593777,Backend Developer,Technical
2.9772069918222512,5.0,1.0,1.1760276982571485,1.374230287904778,4.721882302036629,Backend Developer,Technical
2.958924410803716,5.0,1.171362673188852,1.228376609576892,2.284883640116102,4.223854280008657,Backend Developer,Technical
3.321361379933772,5.0,1.098260584850735,1.3545018787942562,1.9551321528563863,4.720058607724736,Backend Developer,Technical
2.661803848970365,5.0,1.0,1.0,2.0640522074553944,3.65947417126256,Backend Developer,Technical
3.420321774494362,4.673688010348805,1.0,1.0,1.7738468403754617,2.788060336685522,Backend Developer,Technical
2.2080485882571383,5.0,1.392900079325416,1.2127287808924825,1.5165119284353934,3.97614432192901,Backend Developer,Technical
2.998198730454716,4.420817655403729,1.7516991508835753,1.4386811452878356,1.889517913085168,4.013442919497265,Backend Developer,Technical
3.1041914039737764,3.979132565787855,1.0,1.0,1.4991899950525422,3.8594498535570234,Backend Developer,Technical
3.8988432634247614,5.0,1.0,1.2862913906780793,2.699677718293001,4.462316841456384,Backend Developer,Technical
3.029815184960087,4.6765316111472135,1.349111656806795,1.1967426927108749,2.447596610013866,4.317585900840985,Backend Developer,Technical
3.524776357659668,4.732382394219716,1.6586970328171629,1.0987998023461998,3.0376304363126327,3.655406090955216,Backend Developer,Technical
3.867981901582625,5.0,1.0,1.0,1.83982634590284,4.212082973200959,Backend Developer,Technical
3.26141774401775,4.71314999803071,1.0,2.071135179305932,2.863771585050356,4.218161834837016,Backend Developer,Technical
3.0190017390841,5.0,1.3067589863652085,1.0,1.8713117312883276,3.1657079630612053,Backend Developer,Technical
3.1996115613026395,5.0,1.0,1.7869933816450163,1.3871171684988295,3.26781255989509,Backend Developer,Technical
3.112225909279986,5.0,1.8419638457289345,1.0,2.539340416715648,3.9807457652496474,Backend Developer,Technical
2.91368635002959,5.0,1.3261614392067098,1.0,2.738270174862948,4.6900456770737255,Backend Developer,Technical
2.6872186492452355,5.0,1.2470150931413695,1.1303368829119536,1.72484742307729,3.664188316030974,Backend Developer,Technical
2.9872229645042774,5.0,1.2718000772972162,1.0,2.385849355324172,2.5757286896849623,Backend Developer,Technical
3.574382850186052,4.13014311061095,1.0,1.0,1.352659262139547,4.58041339368926,Backend Developer,Technical
2.7661493993440542,5.0,1.0,1.2385204136115608,2.038410945530128,3.358503887905715,Backend Developer,Technical
3.49813340972357,4.753121708419344,1.0,1.0,2.750379895317155,4.425110871056747,Backend Developer,Technical
2.8256739327960703,4.8253711478407855,1.0,2.0383739917804204,2.1909677261157765,4.215020823595535,Backend Developer,Technical
3.515141727015921,5.0,1.0,1.0,1.964199370292968,3.981388881745079,Backend Developer,Technical
3.36381477181849,5.0,1.3663200386077896,1.0,2.039317595158045,3.000899657733946,Backend Developer,Technical
3.4581638373512407,5.0,1.4990050549298262,1.0,3.044187352390364,3.930205185922413,Backend Developer,Technical
3.554091408368758,4.4800470364372345,1.3063869525312848,1.0,1.6881155196520974,4.957015676933393,Backend Developer,Technical
2.904658799618326,5.0,1.435033865344377,1.2478409439863023,2.075209452571788,4.182480501233113,Backend Developer,Technical
4.201707792619137,4.971190601483207,1.1005495233574838,1.525327198003806,2.552762966478992,4.59351515278019,Backend Developer,Technical
3.3193651110145925,4.428497543634759,1.816715766150548,1.0,2.1513177326195168,3.622862074990321,Backend Developer,Technical
2.967930826703504,5.0,1.1606786077251363,1.2109603771176425,2.8068556345293234,4.22676715075699,Backend Developer,Technical
2.877921682354676,5.0,1.5947352444623202,1.0,2.298700034924929,4.350586371155449,Backend Developer,Technical
2.851218248320004,5.0,1.0,1.0627882267357711,1.913464087858065,4.007789523790734,Backend Developer,Technical
2.451862456552399,4.279974558702853,1.797252531612486,1.0,1.5043038252718464,2.9233049431981426,Backend Developer,Technical
2.680519126155249,4.338455103296251,1.8210075800681844,1.504908544671317,1.655924827411138,5.0,Backend Developer,Technical
3.490882743495797,4.837584308245689,1.0,2.145471286295371,1.305213766618202,3.177300626521554,Backend Developer,Technical
3.51128521600482,5.0,1.692136409255259,1.28195456002618,2.297377170832643,4.426707779390154,Backend Developer,Technical
3.379464294893382,5.0,1.052100551975938,1.0,1.623017705566662,3.859662461566613,Backend Developer,Technical
2.1535215929023077,4.950830186602625,1.0,1.0,2.089947075576739,4.6960011431723,Backend Developer,Technical
3.459158303001157,4.214749698188411,1.0,1.470385593994108,1.5087563032308453,3.887683425001488,Backend Developer,Technical
3.275026049512276,4.515827772568183,1.05268775307298,1.0,1.699316178024393,4.159890967071268,Backend Developer,Technical
2.203503133234165,5.0,1.0,1.2762449772085738,2.1119570670323307,4.682070214986922,Backend Developer,Technical
2.0626122513239538,2.785297229437373,5.0,3.271649014518194,2.0244300351628524,2.0202958456019413,Frontend Developer,Technical
1.6490041560966224,2.668549541224526,4.298697364100153,3.874788371593469,1.3780683823043574,1.6535474011020463,Frontend Developer,Technical
1.6407963672154011,3.4474621884722207,4.852525160853986,3.623871036336867,1.663254687878066,2.139497081111901,Frontend Developer,Technical
1.5823264733701214,4.072574563886694,4.406200790485244,3.154910355113514,2.316888440466049,2.206899548725749,Frontend Developer,Technical
1.907356170561146,2.935089650133287,5.0,2.9264989991857555,2.481939558397455,3.105261500795676,Frontend Developer,Technical
1.7212541074960832,2.3150985102104613,4.9558589758243725,4.289854668827159,1.5981627160151346,2.8195584027220337,Frontend Developer,Technical
2.8388504070382203,2.7232058791460028,5.0,3.814198311564269,1.8104361295062563,1.898209819948819,Frontend Developer,Technical
1.709159543025678,2.492621634653567,4.675361227466997,2.388029866618872,2.017041734129613,1.615013384470679,Frontend Developer,Technical
2.116892955895374,2.2220521768981865,5.0,3.416764480804462,1.0031321787142722,2.187028284923786,Frontend Developer,Technical
2.613834496236646,2.3951794906543973,5.0,3.2095095046830227,1.6474940721207956,1.9721154611711469,Frontend Developer,Technical
2.279163456260861,3.0380026957062056,5.0,2.539663203460317,2.084680412018039,1.29314275154751,Frontend Developer,Technical
1.94438696932565,2.548046179267605,4.632235028705117,3.618046587605219,2.5456550602971344,2.3045690604535887,Frontend Developer,Technical
1.4538436176637104,2.841795775152599,5.0,3.0708584568199524,3.1596647699908478,2.1966589196971857,Frontend Developer,Technical
2.096024558245016,2.845441767898749,5.0,2.9237650818097283,2.354054338344296,2.478351158397292,Frontend Developer,Technical
1.607005269746025,2.3343835232211108,4.081897313448351,3.253995663456272,1.4483166969130632,1.0,Frontend Developer,Technical
2.194289302265482,4.246499758716396,4.996964544230053,3.419245387225821,2.0409146792737825,1.9505551734044289,Frontend Developer,Technical
2.459538241493884,2.854862727905674,5.0,3.1608489030980067,1.6659547731784756,2.496021174768261,Frontend Developer,Technical
1.912520121652296,2.6221274202535776,5.0,2.550766009104481,2.014090578684564,1.9954405016778984,Frontend Developer,Technical
2.542947782915789,3.2373491164399764,4.987486520627428,3.408883149600144,2.695103774508657,2.278905153175931,Frontend Developer,Technical
2.00517630992169,2.34408188382492,4.467443168462314,2.847387647822666,1.6952438989203584,1.906514348507277,Frontend Developer,Technical
2.0283249624485538,3.2648463771783653,4.964750610970454,3.243250821913101,2.03223720740506,1.0122667168230643,Frontend Developer,Technical
1.5303323030906228,2.9279562221391924,4.395152628579446,3.299964364998102,2.7653754161718487,2.6093809258486584,Frontend Developer,Technical
1.893278564534896,3.745363068424976,5.0,2.8314570144409803,1.69329866822953,1.848765156755936,Frontend Developer,Technical
1.8059115907293857,3.085208111187744,5.0,3.001523010076707,2.218469084873175,2.5953231373931707,Frontend Developer,Technical
2.474777067720662,2.257551015775048,3.7230394325490224,3.467159955619637,1.3165606507922891,1.8876172990536584,Frontend Developer,Technical
1.41494348697032,2.09900978120999,5.0,3.3795775801513237,1.7117447996366404,1.0,Frontend Developer,Technical
1.7268777758737586,3.195902002701273,4.260544215612936,3.0916799598895777,1.992345075413502,2.289645749800544,Frontend Developer,Technical
2.0597901842070767,2.5134655295592223,5.0,2.920735213486515,1.986347730245034,1.533366020463402,Frontend Developer,Technical
1.778358874404245,2.5575986429865494,4.913526970038289,3.855854240071172,1.3140494285343218,1.1932193010616294,Frontend Developer,Technical
2.735585163746804,2.8953381614240667,4.665463630670041,3.519952343698038,1.6971922301315678,2.913004856773468,Frontend Developer,Technical
2.338962935669634,2.7560442959271487,5.0,2.6971425384983307,2.371047686004653,2.149646290203246,Frontend Developer,Technical
2.650870644699399,3.7807555983634265,5.0,2.6232910648269083,2.229986071469558,1.6611423151239468,Frontend Developer,Technical
3.0066936237633115,3.0682676655413688,4.817339224343946,3.0923401529324543,1.3264368552351518,1.5141929807446743,Frontend Developer,Technical
2.600206953972213,2.671552860514302,4.47654450865903,3.268326376263643,2.5928520773314983,2.359476655332533,Frontend Developer,Technical
2.498023842902908,2.6216024557152697,4.289094666629078,3.750666825977744,1.838660080578932,1.8745834917724764,Frontend Developer,Technical
2.664097070924529,3.27811500470033,5.0,4.082501172450542,1.6782408848099286,2.4639200640406185,Frontend Developer,Technical
2.028506562448542,3.1342961394316284,5.0,3.253917878144812,2.2691480395248167,2.536253668654901,Frontend Developer,Technical
1.8175236352285573,2.5803951663304967,4.477595402989484,2.0168217053119992,3.028103564970161,1.4483958171391584,Frontend Developer,Technical
1.889373188207114,2.86159335005554,5.0,3.4078686062696484,2.4302367441798727,1.7084612807155308,Frontend Developer,Technical
1.9164391431067944,3.14128997524415,4.875654436908227,3.803672788009997,2.2454874758191257,2.3674388930249086,Frontend Developer,Technical
2.331440634333706,3.5867369287426625,5.0,2.351584026022077,2.1998439758763206,1.6743215531040856,Frontend Developer,Technical
1.7356916591251217,3.2931820093775466,5.0,3.010635788368031,2.154416506299482,2.851107472317619,Frontend Developer,Technical
2.1203765897442843,4.300841557090197,5.0,2.119618620422091,2.376670810552266,2.1905791924413887,Frontend Developer,Technical
2.644876377041373,3.3365906756349792,4.930772008008113,2.387850881855317,1.8954883713569877,1.57473977289535,Frontend Developer,Technical
1.7097382750976386,3.294289202210305,5.0,3.1973357649114904,1.4020584689824078,2.22230133411007,Frontend Developer,Technical
2.598315743322825,2.695108547840309,4.932991416663541,3.0073440973645984,1.60755084345888,2.3241402169219296,Frontend Developer,Technical
1.9395259256961093,3.209766221953514,4.55625391109895,2.781270849838295,2.3611906789138857,1.8135834239541164,Frontend Developer,Technical
2.8634819256167026,2.800181907192699,5.0,3.466295415936545,1.2908171335334842,1.119595594009612,Frontend Developer,Technical
1.2371718427149525,3.631292051713591,4.724070927053777,4.279099642834126,1.7178762006713058,2.0922756515985186,Frontend Developer,Technical
